"Country","Region","Month","Female","Male","Hotelstay","Otherstay","Age0to12","Age13to20","Age21to35","Age36to49","Age50over","Leisure","Business","Conf_Convention","Education","Friend_Family","Otherreason"
"Other South America","South America",2024-10-01,637,532,1084,85,73,38,374,385,298,955,15,155,7,37,0
"China","Asia",2024-10-01,133,331,255,209,1,8,165,201,89,168,197,49,0,49,0
"South Korea","Asia",2024-10-01,61,70,100,31,2,24,29,34,41,85,27,0,1,17,0
"India","Asia",2024-10-01,37,109,111,35,4,4,52,53,32,74,43,8,1,20,0
"Israel","Asia",2024-10-01,204,198,344,59,35,25,189,59,93,359,6,1,1,36,0
"Japan","Asia",2024-10-01,61,71,105,27,1,21,33,40,37,75,31,8,0,18,0
"Taiwan","Asia",2024-10-01,5,4,9,0,0,0,5,2,2,5,2,0,0,2,0
"Other Asia","Asia",2024-10-01,189,442,366,265,29,28,292,176,105,336,161,28,6,99,1
"Germany","Europe",2024-10-01,5976,5991,10845,1121,920,857,3352,2872,3963,10889,540,23,21,492,0
"Austria","Europe",2024-10-01,381,325,585,120,36,40,248,142,238,647,16,2,1,39,0
"Belgium","Europe",2024-10-01,1365,1172,2246,292,257,210,663,659,747,2338,48,4,2,145,0
"Bulgaria","Europe",2024-10-01,79,88,135,32,9,6,27,78,48,155,4,0,0,9,0
"Denmark","Europe",2024-10-01,87,105,153,38,19,32,34,39,67,153,10,0,1,28,0
"Scotland","Europe",2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2024-10-01,3988,4862,6598,2252,493,262,2380,2578,3135,6225,1027,223,31,1343,0
"Finland","Europe",2024-10-01,29,48,54,22,2,3,18,23,30,51,16,0,1,8,0
"France","Europe",2024-10-01,4741,4609,8187,1163,1182,879,2217,2548,2522,8241,196,81,12,818,0
"Greece","Europe",2024-10-01,18,40,29,29,0,0,27,21,10,30,13,1,1,13,0
"Netherlands","Europe",2024-10-01,990,977,1488,478,200,113,623,482,547,1520,102,19,6,318,0
"Hungary","Europe",2024-10-01,238,186,383,41,31,33,98,122,139,380,4,1,0,39,0
"United Kingdom","Europe",2024-10-01,8763,7931,16071,623,1593,1298,4175,4289,5337,16194,226,40,8,225,0
"Ireland","Europe",2024-10-01,131,113,218,26,22,15,81,74,51,197,20,13,0,13,0
"Italy","Europe",2024-10-01,2040,2614,3418,1236,282,229,1761,932,1449,3822,172,38,9,612,0
"Luxembourg","Europe",2024-10-01,57,56,95,19,15,6,33,33,26,101,2,0,0,10,0
"Norway","Europe",2024-10-01,45,59,57,48,2,4,35,25,37,65,4,1,6,28,0
"Poland","Europe",2024-10-01,624,600,1090,133,67,61,441,408,246,1096,33,5,2,88,0
"Portugal","Europe",2024-10-01,1953,1850,3696,107,180,91,1502,988,1040,3670,49,39,2,41,0
"Czech Republic","Europe",2024-10-01,350,293,577,67,60,48,157,164,212,594,11,2,2,34,0
"Romania","Europe",2024-10-01,251,235,457,28,32,26,184,170,73,442,7,1,0,36,0
"Russia","Europe",2024-10-01,121,131,131,121,11,13,58,99,71,214,14,3,2,19,0
"Sweden","Europe",2024-10-01,102,102,173,31,15,21,35,53,79,177,6,9,0,12,0
"Switzerland","Europe",2024-10-01,1482,1475,2310,647,331,269,791,696,869,2379,162,18,2,395,0
"Ukraine","Europe",2024-10-01,161,145,240,66,31,16,99,84,76,265,25,8,0,9,0
"Other Europe","Europe",2024-10-01,482,560,841,201,66,41,424,292,218,926,34,11,3,67,0
"Australia","Australia",2024-10-01,54,62,88,29,6,5,44,29,32,88,17,1,0,11,0
"Other Rest of the World","Other",2024-10-01,234,241,346,129,10,96,122,125,121,332,55,55,6,26,0
"Dom. Residents",NA,2024-11-01,38308,31136,177,69267,3041,3205,19274,18976,24947,69437,0,0,0,6,1
"Ext. Residents",NA,2024-11-01,5164,6243,382,11025,950,471,2552,3166,4267,11407,0,0,0,0,0
"Dom. Non-Residents",NA,2024-11-01,57629,46784,8250,96163,1426,2706,20160,25674,54446,51847,1499,339,710,49993,23
"Canada","North America",2024-11-01,59928,53119,106558,6489,12515,4420,21785,26461,47865,110454,597,618,67,1309,0
"United States","North America",2024-11-01,110725,108251,162835,56141,25693,13077,54150,60129,65925,182765,5359,1996,847,28008,0
"Mexico","North America",2024-11-01,5288,5379,8659,2009,468,291,3856,3216,2835,7724,1173,975,67,727,0
"Aruba","Caribbean",2024-11-01,146,155,170,132,21,38,78,84,79,187,15,7,0,92,0
"Turk and Caicos Islands","Caribbean",2024-11-01,140,229,147,221,20,12,83,123,129,248,39,8,3,70,0
"Costa Rica","Central America",2024-11-01,1092,1148,1650,590,103,157,675,729,575,1426,336,264,28,186,0
"Cuba","Caribbean",2024-11-01,561,603,765,399,35,35,192,318,584,569,158,162,10,264,0
"Curaçao","Caribbean",2024-11-01,169,230,301,97,16,34,51,101,195,281,26,8,6,76,0
"El Salvador","Central America",2024-11-01,988,933,1406,515,135,96,764,536,388,1525,111,151,4,130,0
"Guadeloupe","Caribbean",2024-11-01,126,215,184,157,20,3,98,100,119,219,28,19,1,73,0
"Guatemala","Central America",2024-11-01,2310,2198,3781,727,484,398,1407,1304,915,3733,322,226,23,203,0
"Haiti","Caribbean",2024-11-01,105,135,48,191,10,17,53,94,65,138,25,4,7,65,0
"Honduras","Central America",2024-11-01,308,305,451,163,30,18,190,210,165,255,110,182,1,64,0
"Jamaica","Caribbean",2024-11-01,703,556,864,395,69,73,667,297,152,1093,41,52,12,58,0
"Martinique","Caribbean",2024-11-01,105,232,221,116,9,32,88,83,124,232,30,9,3,63,0
"Panama","Central America",2024-11-01,2149,2320,3621,847,386,257,1340,1432,1051,2948,782,370,12,355,0
"Puerto Rico","Caribbean",2024-11-01,7746,8114,11843,4017,1114,890,3584,4511,5760,12179,693,606,150,2230,0
"Saint Martin","Caribbean",2024-11-01,111,158,125,144,17,6,69,68,108,163,18,12,0,76,0
"Trinidad and Tobago","Caribbean",2024-11-01,140,130,217,53,12,1,88,100,69,190,32,30,3,15,0
"U.S. Virgin Islands","Caribbean",2024-11-01,35,76,64,47,17,4,14,26,49,78,6,2,0,26,0
"Other America","North America",2024-11-01,539,739,868,410,51,62,404,386,374,824,123,140,6,184,0
"Argentina","South America",2024-11-01,14817,12446,26361,902,2872,1293,4821,6770,11506,26459,212,257,54,281,0
"Bolivia","South America",2024-11-01,434,503,855,82,80,109,230,281,235,717,56,133,7,23,0
"Brazil","South America",2024-11-01,6149,5694,11197,647,734,270,4141,3823,2873,10628,321,708,17,168,0
"Chile","South America",2024-11-01,6025,4680,10149,556,1096,357,2994,2779,3477,10076,177,257,10,183,0
"Colombia","South America",2024-11-01,18240,14000,27656,4584,2057,1720,11061,8799,8601,28655,1147,1206,91,1138,0
"Ecuador","South America",2024-11-01,3229,2482,4848,864,464,465,2153,1475,1154,5113,103,254,23,217,0
"Peru","South America",2024-11-01,5100,3885,7871,1114,652,647,2738,2445,2501,7950,203,463,52,315,0
"Uruguay","South America",2024-11-01,1094,951,1937,108,171,71,452,542,807,1891,37,79,6,30,0
"Venezuela","South America",2024-11-01,489,825,523,792,35,239,214,268,557,724,172,52,66,299,0
"Other South America","South America",2024-11-01,453,360,738,75,88,27,275,220,202,710,20,51,5,26,0
"China","Asia",2024-11-01,228,488,458,258,4,5,280,262,165,322,307,34,1,50,0
"South Korea","Asia",2024-11-01,74,108,129,54,1,2,63,56,60,52,48,29,9,44,0
"India","Asia",2024-11-01,56,194,141,109,11,5,106,79,49,125,103,7,3,12,0
"Israel","Asia",2024-11-01,156,213,318,51,8,1,96,128,135,333,19,2,0,15,0
"Japan","Asia",2024-11-01,30,70,81,19,4,0,32,28,36,45,32,4,4,15,0
"Taiwan","Asia",2024-11-01,12,9,18,3,0,1,6,8,6,13,7,0,0,1,0
"Other Asia","Asia",2024-11-01,220,694,495,419,20,12,427,318,136,375,346,52,10,129,0
"Germany","Europe",2024-11-01,7019,7051,12631,1439,342,249,4741,2864,5872,12349,1166,23,24,505,0
"Austria","Europe",2024-11-01,585,616,1029,171,23,27,406,201,543,1095,31,6,0,68,0
"Belgium","Europe",2024-11-01,847,863,1406,305,57,21,510,367,754,1447,40,50,1,172,0
"Bulgaria","Europe",2024-11-01,161,127,267,22,12,5,54,107,110,271,4,1,0,12,0
"Denmark","Europe",2024-11-01,105,124,189,40,14,8,63,42,101,197,15,0,0,17,0
"Scotland","Europe",2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2024-11-01,4431,5392,7107,2716,613,275,2490,2671,3773,6720,1120,231,37,1714,0
"Finland","Europe",2024-11-01,66,67,104,29,10,5,37,31,50,115,8,0,0,10,0
"France","Europe",2024-11-01,5254,4893,8931,1216,349,240,3079,2079,4398,8984,215,48,13,884,0
"Greece","Europe",2024-11-01,41,79,88,32,1,5,37,29,48,65,30,3,0,22,0
"Netherlands","Europe",2024-11-01,978,1027,1540,465,56,51,724,378,795,1582,52,13,11,346,0
"Hungary","Europe",2024-11-01,176,174,316,33,8,8,108,94,130,331,2,0,3,13,0
"United Kingdom","Europe",2024-11-01,7688,6806,13808,686,628,535,4909,3052,5369,14027,219,43,10,194,0
"Ireland","Europe",2024-11-01,83,114,166,31,12,13,64,64,43,176,11,4,0,6,0
"Italy","Europe",2024-11-01,3800,4381,6416,1765,527,355,2904,1529,2864,7114,179,33,23,831,0
"Luxembourg","Europe",2024-11-01,59,68,92,34,3,2,45,32,45,100,7,1,0,18,0
"Norway","Europe",2024-11-01,91,95,142,44,6,2,58,31,88,160,6,1,2,17,0
"Poland","Europe",2024-11-01,3232,2980,5940,273,300,152,2197,1802,1760,5947,63,11,6,184,0
"Portugal","Europe",2024-11-01,526,482,936,72,45,11,342,310,299,939,32,11,1,23,0
"Czech Republic","Europe",2024-11-01,1001,897,1757,140,98,79,483,473,763,1803,8,3,1,82,0
"Romania","Europe",2024-11-01,287,293,511,68,24,6,233,182,134,540,13,1,1,25,0
"Russia","Europe",2024-11-01,144,157,169,131,16,6,75,110,93,248,14,6,2,30,0
"Sweden","Europe",2024-11-01,84,125,161,49,13,9,62,59,66,158,20,8,0,23,0
"Switzerland","Europe",2024-11-01,1577,1662,2494,745,74,66,1101,581,1415,2633,187,12,4,402,0
"Ukraine","Europe",2024-11-01,308,186,432,62,38,33,159,144,118,453,18,0,1,21,0
"Other Europe","Europe",2024-11-01,858,892,1479,271,83,47,626,476,516,1606,49,19,1,74,0
"Australia","Australia",2024-11-01,100,123,153,70,23,2,60,71,67,177,13,7,1,25,0
"Other Rest of the World","Other",2024-11-01,131,212,252,91,15,13,113,99,102,197,80,37,7,22,0
"Dom. Residents",NA,2024-12-01,36378,30134,173,66339,3861,4555,18561,17016,22517,66497,1,0,1,14,0
"Ext. Residents",NA,2024-12-01,5921,7010,590,12341,1712,1008,2695,3082,4432,12930,0,0,0,1,0
"Dom. Non-Residents",NA,2024-12-01,109622,92340,9772,192190,5309,11481,47450,50643,87078,92994,1464,205,1065,106188,43
"Canada","North America",2024-12-01,78095,74084,137032,15147,21428,16315,28258,35305,50871,147589,590,111,105,3783,0
"United States","North America",2024-12-01,141470,141474,187635,95309,43051,29993,68336,64793,76769,229040,4593,969,1223,47117,0
"Mexico","North America",2024-12-01,5533,5562,7801,3293,961,871,3557,2852,2853,8618,798,253,27,1397,0
"Aruba","Caribbean",2024-12-01,180,141,88,232,76,28,49,68,98,135,4,1,0,180,0
"Turk and Caicos Islands","Caribbean",2024-12-01,166,279,180,265,68,44,81,109,143,274,13,3,3,152,0
"Costa Rica","Central America",2024-12-01,1472,1413,1872,1013,320,216,858,820,669,2214,207,31,8,424,0
"Cuba","Caribbean",2024-12-01,609,559,627,541,59,54,200,285,569,608,110,35,4,409,0
"Curaçao","Caribbean",2024-12-01,284,415,434,265,105,65,125,118,284,441,20,5,6,226,0
"El Salvador","Central America",2024-12-01,1082,870,1247,705,178,125,814,433,401,1699,38,23,11,180,0
"Guadeloupe","Caribbean",2024-12-01,219,330,205,344,97,53,89,109,199,323,28,26,10,160,0
"Guatemala","Central America",2024-12-01,2675,2282,3861,1096,634,513,1532,1279,998,4442,154,50,7,304,0
"Haiti","Caribbean",2024-12-01,107,238,83,262,25,16,55,141,107,188,42,13,1,101,0
"Honduras","Central America",2024-12-01,280,271,267,284,41,38,199,144,128,314,52,21,3,160,0
"Jamaica","Caribbean",2024-12-01,735,535,861,409,133,96,504,332,203,1116,23,46,5,78,0
"Martinique","Caribbean",2024-12-01,182,266,202,245,67,43,64,92,181,273,12,4,4,155,0
"Panama","Central America",2024-12-01,1460,1758,1921,1296,383,249,970,956,659,1766,597,84,30,738,0
"Puerto Rico","Caribbean",2024-12-01,6129,6797,6958,5968,1259,944,2981,3097,4643,8496,546,222,73,3587,0
"Saint Martin","Caribbean",2024-12-01,206,293,102,397,126,62,117,69,125,251,6,2,8,232,0
"Trinidad and Tobago","Caribbean",2024-12-01,137,137,189,85,32,10,74,89,68,217,11,6,0,40,0
"U.S. Virgin Islands","Caribbean",2024-12-01,84,140,60,164,49,23,25,36,89,132,4,1,6,81,0
"Other America","North America",2024-12-01,630,798,617,811,225,134,332,361,375,888,74,32,6,427,0
"Argentina","South America",2024-12-01,14923,13488,26524,1887,4358,2955,5845,7305,7947,27478,129,36,21,745,0
"Bolivia","South America",2024-12-01,627,639,1108,158,188,315,284,274,204,1174,16,4,26,45,0
"Brazil","South America",2024-12-01,7203,6773,12684,1293,1489,1035,4088,4191,3171,13434,200,48,8,285,0
"Chile","South America",2024-12-01,6031,4981,9804,1208,1807,1227,2602,2826,2548,10262,87,37,21,603,0
"Colombia","South America",2024-12-01,19451,15088,27187,7352,3210,3315,9130,8623,10258,31335,665,232,48,2258,0
"Ecuador","South America",2024-12-01,2624,2327,3742,1210,590,408,1637,1200,1115,4470,52,37,6,384,0
"Peru","South America",2024-12-01,5205,4350,7668,1887,869,944,3168,2414,2159,8798,154,41,11,550,0
"Uruguay","South America",2024-12-01,836,830,1499,166,221,229,435,403,376,1542,24,10,2,87,0
"Venezuela","South America",2024-12-01,642,743,515,870,117,102,314,237,614,805,113,38,17,411,0
"Other South America","South America",2024-12-01,549,470,887,132,170,109,259,281,198,946,14,6,1,52,0
"China","Asia",2024-12-01,190,344,336,198,10,21,194,160,148,308,144,13,8,60,0
"South Korea","Asia",2024-12-01,49,71,77,44,6,3,41,39,31,60,12,12,0,37,0
"India","Asia",2024-12-01,44,159,114,90,8,3,95,58,39,99,85,6,4,9,0
"Israel","Asia",2024-12-01,118,162,208,72,24,10,96,55,93,242,6,1,1,30,0
"Japan","Asia",2024-12-01,57,66,74,48,11,2,36,37,36,68,8,2,4,41,0
"Taiwan","Asia",2024-12-01,18,16,25,9,1,1,2,12,18,28,0,0,1,5,0
"Other Asia","Asia",2024-12-01,252,598,461,389,35,28,409,238,138,435,281,18,16,99,0
"Germany","Europe",2024-12-01,5984,6320,9666,2638,791,626,3667,2739,4479,10179,1084,8,19,1012,0
"Austria","Europe",2024-12-01,758,876,1296,338,152,112,477,369,523,1425,26,0,2,180,0
"Belgium","Europe",2024-12-01,1043,1056,1667,432,268,130,467,503,729,1859,24,1,4,210,0
"Bulgaria","Europe",2024-12-01,251,227,411,67,57,47,93,152,128,451,12,0,0,15,0
"Denmark","Europe",2024-12-01,160,165,206,120,49,34,92,69,80,256,6,0,0,64,0
"Scotland","Europe",2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2024-12-01,6149,6670,7742,5077,2088,1225,2694,2945,3865,8697,602,39,56,3423,0
"Finland","Europe",2024-12-01,88,95,122,61,19,12,36,64,52,149,11,0,0,23,0
"France","Europe",2024-12-01,6926,6746,11517,2155,1563,1297,3271,3085,4455,12160,121,10,21,1360,0
"Greece","Europe",2024-12-01,57,69,73,53,23,6,46,32,18,88,11,0,2,25,0
"Netherlands","Europe",2024-12-01,1049,1134,1229,954,335,181,615,422,630,1459,27,3,13,679,0
"Hungary","Europe",2024-12-01,345,352,643,54,85,66,141,205,200,686,0,0,3,9,0
"United Kingdom","Europe",2024-12-01,7472,7038,13269,1240,1752,1231,3748,3593,4184,13726,145,8,10,618,0
"Ireland","Europe",2024-12-01,157,143,243,56,33,32,87,72,75,269,6,0,0,25,0
"Italy","Europe",2024-12-01,5033,5588,7499,3121,1248,977,2753,2308,3333,9064,113,6,8,1428,0
"Luxembourg","Europe",2024-12-01,93,98,149,42,17,17,65,40,50,170,4,0,1,16,0
"Norway","Europe",2024-12-01,153,199,203,149,49,41,98,82,81,249,12,0,4,87,0
"Poland","Europe",2024-12-01,3482,3269,6478,273,686,489,1848,2110,1617,6494,32,5,8,211,0
"Portugal","Europe",2024-12-01,404,407,732,79,90,55,214,213,239,728,31,1,0,52,0
"Czech Republic","Europe",2024-12-01,1205,1229,2214,219,220,208,560,666,777,2334,5,5,0,89,0
"Romania","Europe",2024-12-01,329,285,522,92,65,26,175,204,143,578,2,2,0,32,0
"Russia","Europe",2024-12-01,206,211,216,201,52,22,76,162,104,344,24,2,2,44,0
"Sweden","Europe",2024-12-01,459,471,675,256,146,132,192,230,229,812,4,1,0,114,0
"Switzerland","Europe",2024-12-01,2026,2192,2472,1745,481,372,1241,886,1235,3045,158,3,13,998,0
"Ukraine","Europe",2024-12-01,439,299,649,88,102,72,162,273,127,696,23,1,0,17,0
"Other Europe","Europe",2024-12-01,859,874,1311,423,180,135,433,517,468,1591,25,4,2,111,0
